epoch,accuracy,loss,val_accuracy,val_loss
0,0.5066315531730652,0.8218260407447815,0.6565263271331787,0.7154092192649841
1,0.6063157916069031,0.7339772582054138,0.7026315927505493,0.6856428980827332
2,0.6689473390579224,0.6982680559158325,0.7200000286102295,0.6619740724563599
3,0.7005262970924377,0.6783061027526855,0.7171579003334045,0.6573764681816101
4,0.7146315574645996,0.6599392890930176,0.7177894711494446,0.6468437910079956
5,0.7212631702423096,0.6509339809417725,0.7193683981895447,0.6367676258087158
6,0.7210526466369629,0.6440743207931519,0.7189473509788513,0.6332911252975464
7,0.7192631363868713,0.6385597586631775,0.7135789394378662,0.6341023445129395
8,0.7256842255592346,0.6288361549377441,0.7139999866485596,0.6309990286827087
9,0.7247368693351746,0.6287274956703186,0.710736870765686,0.6339759230613708
10,0.7172631621360779,0.6271589994430542,0.7137894630432129,0.6327739953994751
11,0.7196841835975647,0.62107914686203,0.7002105116844177,0.6421710252761841
12,0.722315788269043,0.6125105023384094,0.7105262875556946,0.6268359422683716
13,0.723578929901123,0.6171038746833801,0.7029473781585693,0.630825936794281
14,0.7248421311378479,0.6136377453804016,0.7021052837371826,0.6314247250556946
15,0.7254737019538879,0.6073572635650635,0.7065263390541077,0.6260703206062317
16,0.7211579084396362,0.6060504913330078,0.7018947601318359,0.6301328539848328
17,0.7300000190734863,0.6043322086334229,0.696210503578186,0.6297855377197266
18,0.7246316075325012,0.6041876673698425,0.6947368383407593,0.6289972066879272
19,0.7260000109672546,0.6014928817749023,0.6985263228416443,0.6296665072441101
20,0.7282105088233948,0.5983012914657593,0.692105233669281,0.6361295580863953
21,0.7263157963752747,0.5928942561149597,0.7044210433959961,0.6248514652252197
22,0.7287368178367615,0.5908122658729553,0.7004210352897644,0.6249460577964783
23,0.7300000190734863,0.5927579998970032,0.695263147354126,0.6281599998474121
24,0.7281052470207214,0.5920002460479736,0.6945263147354126,0.6307331919670105
25,0.7262105345726013,0.5833548903465271,0.695894718170166,0.6320281028747559
26,0.7277894616127014,0.5868675708770752,0.6933684349060059,0.6307352781295776
27,0.7250526547431946,0.5823176503181458,0.6974737048149109,0.6254653930664062
28,0.7326315641403198,0.5829060673713684,0.6938947439193726,0.6308282017707825
29,0.7326315641403198,0.5788840055465698,0.6967368125915527,0.6286301612854004
30,0.7329473495483398,0.5773270726203918,0.6932631731033325,0.6296896934509277
31,0.725789487361908,0.5820925235748291,0.6978947520256042,0.6256831288337708
32,0.7297894954681396,0.5753601789474487,0.6902105212211609,0.6342231035232544
33,0.7255789637565613,0.584187924861908,0.6913684010505676,0.6321612596511841
34,0.7311578989028931,0.5765774846076965,0.6919999718666077,0.6309282779693604
35,0.7357894778251648,0.5747583508491516,0.6902105212211609,0.6355475187301636
36,0.7284210324287415,0.5731038451194763,0.6871578693389893,0.6365908980369568
37,0.7387368679046631,0.5648772120475769,0.6906315684318542,0.6309080719947815
38,0.7306315898895264,0.5758297443389893,0.692105233669281,0.6271483302116394
39,0.7301052808761597,0.5766153931617737,0.6903157830238342,0.6309217214584351
40,0.7335789203643799,0.5672515034675598,0.6854736804962158,0.6395136713981628
41,0.7304210662841797,0.573713481426239,0.6880000233650208,0.6355596780776978
42,0.7360000014305115,0.569150984287262,0.6951578855514526,0.6255922317504883
43,0.7351579070091248,0.5655007362365723,0.6902105212211609,0.631589412689209
44,0.7345263361930847,0.5645567774772644,0.6895789504051208,0.6374831199645996
45,0.7376841902732849,0.5735920667648315,0.6886315941810608,0.6358841061592102
46,0.7318947315216064,0.565222442150116,0.6934736967086792,0.6284430623054504
47,0.7297894954681396,0.5741622447967529,0.6865262985229492,0.6377450823783875
48,0.7342105507850647,0.5686973333358765,0.6896842122077942,0.637553334236145
49,0.7381052374839783,0.5655574798583984,0.6869473457336426,0.6366824507713318
