epoch,accuracy,loss,val_accuracy,val_loss
0,0.5882105231285095,0.8098621964454651,0.7536842226982117,0.6456409096717834
1,0.7303158044815063,0.659709632396698,0.7606315612792969,0.6142584681510925
2,0.7540000081062317,0.6142687201499939,0.7631579041481018,0.5990847945213318
3,0.7638947367668152,0.5892524719238281,0.7657894492149353,0.5840696692466736
4,0.7681052684783936,0.569782555103302,0.7670526504516602,0.5751156210899353
5,0.7728421092033386,0.5500116348266602,0.7684210538864136,0.5669842958450317
6,0.7791578769683838,0.5381425023078918,0.7684210538864136,0.5629438161849976
7,0.781473696231842,0.529183566570282,0.7672631740570068,0.5609880089759827
8,0.7806316018104553,0.5231608152389526,0.7690526247024536,0.5583365559577942
9,0.7847368717193604,0.5157046914100647,0.7655789256095886,0.5619348883628845
10,0.7785263061523438,0.5145947337150574,0.765999972820282,0.5555741786956787
11,0.7830526232719421,0.5075047612190247,0.7686315774917603,0.5504835247993469
12,0.7862105369567871,0.4997645318508148,0.7662105560302734,0.5526857972145081
13,0.7813684344291687,0.5016599297523499,0.7663158178329468,0.5545693039894104
14,0.7884210348129272,0.49735039472579956,0.7666316032409668,0.5561606884002686
15,0.7837894558906555,0.4928467273712158,0.7645263075828552,0.5569804310798645
16,0.7888420820236206,0.48918673396110535,0.7632631659507751,0.5548742413520813
17,0.7864210605621338,0.4856284558773041,0.7607368230819702,0.5600279569625854
18,0.7904210686683655,0.48439380526542664,0.7609473466873169,0.5578801035881042
19,0.7921052575111389,0.4827549457550049,0.7601052522659302,0.5585657954216003
20,0.7879999876022339,0.48039138317108154,0.7583158016204834,0.5607426762580872
21,0.7921052575111389,0.4747513234615326,0.7602105140686035,0.5619411468505859
22,0.7860000133514404,0.4783494174480438,0.7599999904632568,0.5631222724914551
23,0.7890526056289673,0.47848767042160034,0.7601052522659302,0.5651659369468689
24,0.7894737124443054,0.47478705644607544,0.7615789771080017,0.5638567805290222
25,0.7882105112075806,0.4752601385116577,0.761684238910675,0.5627517104148865
26,0.7905263304710388,0.46888425946235657,0.7584210634231567,0.5668842196464539
27,0.7897894978523254,0.4738943874835968,0.7590526342391968,0.5653394460678101
28,0.7922105193138123,0.4684273302555084,0.7586315870285034,0.5673527121543884
29,0.7984210252761841,0.4653850197792053,0.7603157758712769,0.5673437714576721
30,0.7923157811164856,0.4664635956287384,0.7601052522659302,0.5667886734008789
31,0.793684184551239,0.4666818082332611,0.7601052522659302,0.5681231617927551
32,0.7923157811164856,0.47032129764556885,0.7582105398178101,0.567673921585083
33,0.793368399143219,0.46502816677093506,0.7608420848846436,0.5672796368598938
34,0.7972631454467773,0.46652501821517944,0.7599999904632568,0.5685410499572754
35,0.7935789227485657,0.4631122648715973,0.7587368488311768,0.5682896375656128
36,0.7960000038146973,0.46319136023521423,0.7583158016204834,0.5678393840789795
37,0.7955789566040039,0.4564363658428192,0.7586315870285034,0.5705188512802124
38,0.7952631711959839,0.46131449937820435,0.7588421106338501,0.5703073740005493
39,0.793052613735199,0.4646074175834656,0.7574737071990967,0.5699383616447449
40,0.7923157811164856,0.4594765603542328,0.7563157677650452,0.5716639757156372
41,0.7958947420120239,0.4611104130744934,0.75694739818573,0.5693535804748535
42,0.7947368621826172,0.45926952362060547,0.7589473724365234,0.5702550411224365
43,0.7949473857879639,0.46098628640174866,0.7583158016204834,0.5700517296791077
44,0.801578938961029,0.45041006803512573,0.7553684115409851,0.5712910890579224
45,0.7943158149719238,0.458856999874115,0.7577894926071167,0.5711221098899841
46,0.797789454460144,0.45680341124534607,0.7568420767784119,0.5716375112533569
47,0.7935789227485657,0.46199408173561096,0.7573684453964233,0.5712294578552246
48,0.7985262870788574,0.4556986093521118,0.7549473643302917,0.5734642744064331
49,0.7987368702888489,0.456887423992157,0.7562105059623718,0.5716058611869812
