epoch,accuracy,loss,val_accuracy,val_loss
0,0.566947340965271,1.0940756797790527,0.62421053647995,0.9221084713935852
1,0.6284210681915283,0.8743030428886414,0.6495789289474487,0.8082051873207092
2,0.6585263013839722,0.7630643248558044,0.6511579155921936,0.7429947853088379
3,0.679894745349884,0.6945090889930725,0.6582105159759521,0.7082922458648682
4,0.6888421177864075,0.6560304760932922,0.6620000004768372,0.6903657913208008
5,0.7017894983291626,0.6324126720428467,0.6591578722000122,0.675604522228241
6,0.6991578936576843,0.6188520789146423,0.6645263433456421,0.6727905869483948
7,0.7062105536460876,0.612464189529419,0.6605263352394104,0.6727927923202515
8,0.7093684077262878,0.6043340563774109,0.6612631678581238,0.6690297722816467
9,0.7092631459236145,0.6059552431106567,0.6625263094902039,0.6622964143753052
10,0.7082105278968811,0.5977250337600708,0.6662105321884155,0.6615944504737854
11,0.7200000286102295,0.5906020998954773,0.6631578803062439,0.6674379110336304
12,0.7134736776351929,0.5899768471717834,0.6657894849777222,0.6585171222686768
13,0.7133684158325195,0.5867005586624146,0.6669473648071289,0.6571449637413025
14,0.719789445400238,0.5833331942558289,0.6624210476875305,0.6606197357177734
15,0.718842089176178,0.5806027054786682,0.6629473567008972,0.663374125957489
16,0.723578929901123,0.5800301432609558,0.6654736995697021,0.6569746732711792
17,0.7256842255592346,0.5727500915527344,0.6661052703857422,0.6594273447990417
18,0.7262105345726013,0.5678107142448425,0.6673684120178223,0.6560713648796082
19,0.7290526032447815,0.5702584385871887,0.6621052622795105,0.6590301990509033
20,0.7301052808761597,0.5647001266479492,0.6614736914634705,0.6602982878684998
21,0.7335789203643799,0.5585463047027588,0.6639999747276306,0.6610586047172546
22,0.7327368259429932,0.5523754358291626,0.6662105321884155,0.6645122766494751
23,0.730842113494873,0.5555567741394043,0.6667368412017822,0.6632109880447388
24,0.7330526113510132,0.5551904439926147,0.6652631759643555,0.6621225476264954
25,0.7375789284706116,0.5518388152122498,0.6656842231750488,0.6642401814460754
26,0.74242103099823,0.5479755401611328,0.6648421287536621,0.667888343334198
27,0.7391579151153564,0.5490440130233765,0.6648421287536621,0.6640270948410034
28,0.7473683953285217,0.5389031171798706,0.6666315793991089,0.6659867167472839
29,0.7435789704322815,0.5441186428070068,0.6665263175964355,0.664551317691803
30,0.7483158111572266,0.5365983247756958,0.6673684120178223,0.6659985780715942
31,0.752842128276825,0.5360267162322998,0.6689473390579224,0.6674270629882812
32,0.7443158030509949,0.5386418700218201,0.6677894592285156,0.6700522899627686
33,0.7466315627098083,0.5421644449234009,0.6677894592285156,0.6652939319610596
34,0.7533684372901917,0.5292050242424011,0.6677894592285156,0.6681256294250488
35,0.7484210729598999,0.5292283892631531,0.667894721031189,0.6687007546424866
36,0.7538947463035583,0.5287775993347168,0.6671578884124756,0.6691234707832336
37,0.7526316046714783,0.5313454866409302,0.6669473648071289,0.6664505004882812
38,0.7475789189338684,0.5299223065376282,0.6671578884124756,0.6669621467590332
39,0.7512631416320801,0.5321544408798218,0.6668421030044556,0.6685401797294617
40,0.7509473562240601,0.5336041450500488,0.6665263175964355,0.6696392893791199
41,0.7532631754875183,0.5303331017494202,0.6673684120178223,0.6688992977142334
42,0.7527368664741516,0.5239512920379639,0.6663157939910889,0.6671862602233887
43,0.7540000081062317,0.525473415851593,0.6669473648071289,0.6697186231613159
44,0.7542105317115784,0.5294987559318542,0.6672631502151489,0.6693856716156006
45,0.7543157935142517,0.5284025073051453,0.6664210557937622,0.6684489846229553
46,0.7566315531730652,0.5209575295448303,0.6661052703857422,0.6685832142829895
47,0.7622105479240417,0.5206717252731323,0.6665263175964355,0.6719241142272949
48,0.7553684115409851,0.5246261954307556,0.6666315793991089,0.6737582683563232
49,0.7592631578445435,0.5240716934204102,0.6671578884124756,0.6710235476493835
