epoch,accuracy,loss,val_accuracy,val_loss
0,0.553473711013794,0.8982208967208862,0.6298947334289551,0.8081498742103577
1,0.6100000143051147,0.8078574538230896,0.6717894673347473,0.7605338096618652
2,0.6526315808296204,0.7583486437797546,0.6873683929443359,0.7239432334899902
3,0.6736842393875122,0.7315950989723206,0.6783158183097839,0.7127867341041565
4,0.6743158102035522,0.7133814096450806,0.6806315779685974,0.6934123635292053
5,0.6718947291374207,0.6923080086708069,0.6811578869819641,0.6754803657531738
6,0.6765263080596924,0.6833919882774353,0.683684229850769,0.6666660904884338
7,0.6840000152587891,0.6701008677482605,0.6782104969024658,0.6693114638328552
8,0.6710526347160339,0.6733526587486267,0.6811578869819641,0.6618948578834534
9,0.6825262904167175,0.6637797951698303,0.6614736914634705,0.6665233969688416
10,0.6755789518356323,0.6596873998641968,0.6747368574142456,0.659762978553772
11,0.6883158087730408,0.653505802154541,0.6695789694786072,0.6596105098724365
12,0.6693684458732605,0.6513082981109619,0.6669473648071289,0.6542775630950928
13,0.6800000071525574,0.6481013298034668,0.6547368168830872,0.6553812026977539
14,0.6877894997596741,0.6430942416191101,0.6677894592285156,0.6523405909538269
15,0.6892631649971008,0.6395415663719177,0.6632631421089172,0.6554160714149475
16,0.6787368655204773,0.6421873569488525,0.648421049118042,0.657839834690094
17,0.6899999976158142,0.6350575685501099,0.652842104434967,0.6533799171447754
18,0.6863157749176025,0.6261883974075317,0.6547368168830872,0.6504033803939819
19,0.6910526156425476,0.6209058165550232,0.6572631597518921,0.6491822004318237
20,0.6844210624694824,0.6218083500862122,0.6526315808296204,0.6509428024291992
21,0.6941052675247192,0.6086130142211914,0.6661052703857422,0.6431384086608887
22,0.6938947439193726,0.615670919418335,0.6647368669509888,0.6422833800315857
23,0.6942105293273926,0.6192160248756409,0.655368447303772,0.6465648412704468
24,0.7024210691452026,0.6070446372032166,0.6564210653305054,0.6487470865249634
25,0.7004210352897644,0.5979151725769043,0.6530526280403137,0.6498685479164124
26,0.7052631378173828,0.6026392579078674,0.6517894864082336,0.6503911018371582
27,0.7020000219345093,0.5969682931900024,0.6647368669509888,0.6424238681793213
28,0.7062105536460876,0.5915613770484924,0.6605263352394104,0.6459397077560425
29,0.7098947167396545,0.593603789806366,0.6606315970420837,0.6441510915756226
30,0.706631600856781,0.5895048975944519,0.6585263013839722,0.6466885805130005
31,0.7071579098701477,0.595768928527832,0.6591578722000122,0.6480342745780945
32,0.7051578760147095,0.5965614914894104,0.6570526361465454,0.6498745083808899
33,0.7108421325683594,0.587002694606781,0.6577894687652588,0.6481138467788696
34,0.7122105360031128,0.5857587456703186,0.6617894768714905,0.6445806622505188
35,0.7162105441093445,0.5793129205703735,0.6506316065788269,0.6529414057731628
36,0.7102105021476746,0.5815225839614868,0.6562105417251587,0.649070680141449
37,0.7053683996200562,0.5857840180397034,0.6582105159759521,0.6480958461761475
38,0.7170526385307312,0.5731675028800964,0.6546315550804138,0.6497223973274231
39,0.7109473943710327,0.5864582061767578,0.655684232711792,0.6489756107330322
40,0.7120000123977661,0.5810205340385437,0.6509473919868469,0.6530435085296631
41,0.7143157720565796,0.5849165320396423,0.6554737091064453,0.647980272769928
42,0.7175789475440979,0.5732307434082031,0.6593683958053589,0.6451748609542847
43,0.7210526466369629,0.5780395865440369,0.6552631855010986,0.6474574208259583
44,0.7251579165458679,0.571987509727478,0.6534736752510071,0.6512414813041687
45,0.7175789475440979,0.5773739218711853,0.6584210395812988,0.647320032119751
46,0.7193683981895447,0.5762608647346497,0.6581052541732788,0.6469183564186096
47,0.7242105007171631,0.570635199546814,0.6514737010002136,0.6521556377410889
48,0.7210526466369629,0.572193443775177,0.6587368249893188,0.6484178900718689
49,0.7184210419654846,0.5664986968040466,0.6571578979492188,0.6498149633407593
